,Date,High,Low,Open,Price
1749,2013-08-06,"1,307.27","1,279.85","1,303.85","1,281.90"
1750,2013-08-05,"1,319.91","1,297.86","1,313.10","1,303.95"
1751,2013-08-02,"1,318.40","1,283.19","1,307.79","1,312.00"
1752,2013-08-01,"1,330.77","1,307.20","1,322.70","1,308.95"
1753,2013-07-31,"1,338.87","1,305.91","1,326.90","1,323.10"
1754,2013-07-30,"1,330.38","1,318.50","1,328.00","1,327.30"
1755,2013-07-29,"1,338.71","1,323.32","1,333.91","1,327.60"
1756,2013-07-26,"1,340.82","1,312.82","1,333.96","1,333.90"
1757,2013-07-25,"1,338.02","1,309.35","1,321.40","1,333.65"
1758,2013-07-24,"1,348.30","1,313.55","1,347.80","1,321.30"
1759,2013-07-23,"1,348.30","1,327.15","1,335.25","1,348.10"
1760,2013-07-22,"1,339.77","1,311.76","1,297.40","1,335.90"
1761,2013-07-19,"1,297.95","1,282.55","1,285.20","1,296.35"
1762,2013-07-18,"1,288.70","1,275.05","1,276.10","1,285.10"
1763,2013-07-17,"1,297.61","1,274.21","1,293.00","1,276.00"
1764,2013-07-16,"1,295.95","1,277.56","1,282.30","1,292.60"
1765,2013-07-15,"1,294.32","1,276.26","1,285.45","1,282.60"
1766,2013-07-12,"1,288.86","1,267.90","1,286.67","1,284.90"
1767,2013-07-11,"1,298.97","1,278.81","1,264.80","1,285.30"
1768,2013-07-10,"1,266.22","1,244.47","1,250.50","1,264.25"
1769,2013-07-09,"1,261.02","1,233.90","1,237.40","1,249.95"
1770,2013-07-08,"1,239.41","1,215.95","1,223.21","1,237.00"
1771,2013-07-05,"1,250.86","1,207.99","1,249.28","1,223.80"
1772,2013-07-04,"1,257.82","1,245.40","1,251.30","1,250.30"
1773,2013-07-03,"1,260.71","1,237.05","1,242.65","1,252.30"
1774,2013-07-02,"1,266.55","1,241.80","1,253.35","1,242.50"
1775,2013-07-01,"1,261.11","1,226.31","1,233.49","1,253.30"
1776,2013-06-28,"1,245.61","1,181.82","1,200.30","1,234.25"
1777,2013-06-27,"1,245.46","1,198.06","1,226.60","1,200.75"
1778,2013-06-26,"1,277.62","1,222.91","1,278.10","1,226.35"
1779,2013-06-25,"1,289.41","1,271.92","1,282.10","1,277.35"
1780,2013-06-24,"1,301.62","1,276.35","1,297.30","1,281.90"
1781,2013-06-21,"1,348.41","1,269.39","1,278.34","1,297.25"
1782,2013-06-20,"1,348.52","1,276.80","1,351.51","1,278.00"
1783,2013-06-19,"1,376.02","1,349.35","1,367.70","1,351.30"
1784,2013-06-18,"1,386.16","1,361.15","1,384.90","1,368.40"
1785,2013-06-17,"1,392.11","1,380.94","1,391.29","1,384.85"
1786,2013-06-14,"1,392.11","1,378.54","1,385.89","1,390.70"
1787,2013-06-13,"1,395.27","1,374.70","1,388.26","1,386.05"
1788,2013-06-12,"1,394.87","1,374.35","1,379.50","1,388.40"
1789,2013-06-11,"1,387.12","1,367.26","1,387.01","1,379.60"
1790,2013-06-10,"1,389.06","1,376.49","1,378.89","1,386.90"
1791,2013-06-07,"1,418.03","1,377.86","1,413.72","1,384.47"
1792,2013-06-06,"1,423.66","1,391.84","1,403.30","1,413.65"
1793,2013-06-05,"1,410.51","1,395.69","1,398.94","1,403.30"
1794,2013-06-04,"1,415.62","1,389.86","1,412.00","1,399.90"
1795,2013-06-03,"1,416.61","1,388.94","1,389.09","1,411.60"
1796,2013-05-31,"1,421.50","1,384.64","1,413.75","1,386.90"
1797,2013-05-30,"1,418.31","1,388.69","1,392.95","1,413.75"
1798,2013-05-29,"1,395.16","1,379.99","1,380.79","1,392.95"
1799,2013-05-28,"1,400.55","1,374.14","1,394.24","1,380.85"
1800,2013-05-27,"1,396.90","1,384.24","1,388.15","1,394.78"
1801,2013-05-24,"1,398.45","1,382.70","1,391.20","1,386.05"
1802,2013-05-23,"1,397.85","1,356.74","1,369.20","1,391.20"
1803,2013-05-22,"1,415.11","1,355.47","1,376.95","1,369.40"
1804,2013-05-21,"1,401.76","1,360.30","1,394.75","1,376.30"
1805,2013-05-20,"1,399.10","1,339.45","1,363.09","1,394.15"
1806,2013-05-17,"1,392.96","1,355.60","1,387.39","1,359.20"
1807,2013-05-16,"1,398.52","1,369.90","1,392.71","1,386.30"
1808,2013-05-15,"1,430.85","1,389.65","1,426.50","1,392.90"
1809,2013-05-14,"1,445.57","1,422.26","1,431.10","1,426.00"
1810,2013-05-13,"1,448.69","1,426.34","1,448.69","1,430.55"
1811,2013-05-10,"1,462.36","1,421.11","1,458.79","1,448.20"
1812,2013-05-09,"1,476.01","1,453.70","1,473.30","1,458.20"
1813,2013-05-08,"1,476.97","1,447.90","1,452.70","1,472.80"
1814,2013-05-07,"1,470.78","1,441.72","1,470.20","1,452.60"
1815,2013-05-06,"1,479.06","1,465.10","1,470.50","1,469.50"
1816,2013-05-03,"1,488.30","1,456.40","1,467.45","1,470.70"
1817,2013-05-02,"1,474.26","1,449.30","1,457.65","1,467.10"
1818,2013-05-01,"1,478.57","1,440.60","1,476.55","1,457.60"
1819,2013-04-30,"1,479.31","1,460.99","1,475.99","1,477.10"
1820,2013-04-29,"1,478.56","1,462.45","1,464.85","1,476.65"
1821,2013-04-26,"1,485.31","1,448.69","1,467.95","1,463.00"
1822,2013-04-25,"1,469.46","1,427.25","1,431.45","1,467.85"
1823,2013-04-24,"1,433.40","1,411.79","1,412.69","1,431.30"
1824,2013-04-23,"1,432.42","1,406.55","1,426.86","1,413.35"
1825,2013-04-22,"1,439.77","1,404.61","1,405.17","1,426.25"
1826,2013-04-19,"1,425.01","1,386.46","1,391.21","1,404.35"
1827,2013-04-18,"1,401.96","1,340.36","1,376.80","1,391.25"
1828,2013-04-17,"1,395.10","1,365.10","1,369.30","1,377.00"
1829,2013-04-16,"1,402.35","1,322.46","1,353.86","1,368.90"
1830,2013-04-15,"1,495.66","1,336.54","1,478.30","1,353.25"
1831,2013-04-12,"1,564.86","1,477.50","1,560.69","1,478.85"
1832,2013-04-11,"1,568.42","1,553.71","1,559.30","1,561.35"
1833,2013-04-10,"1,588.91","1,556.00","1,584.95","1,558.75"
1834,2013-04-09,"1,590.50","1,570.44","1,572.94","1,585.20"
1835,2013-04-08,"1,583.37","1,567.55","1,581.25","1,573.70"
1836,2013-04-05,"1,582.05","1,549.34","1,553.32","1,582.00"
1837,2013-04-04,"1,559.87","1,540.35","1,557.96","1,553.32"
1838,2013-04-03,"1,577.41","1,550.19","1,576.04","1,557.85"
1839,2013-04-02,"1,604.21","1,574.00","1,599.60","1,575.85"
1840,2013-04-01,"1,601.31","1,594.94","1,597.74","1,598.90"
1841,2013-03-28,"1,607.88","1,594.06","1,605.76","1,596.74"
1842,2013-03-27,"1,608.61","1,591.50","1,599.31","1,605.40"
1843,2013-03-26,"1,606.27","1,594.85","1,605.60","1,599.20"
1844,2013-03-25,"1,613.76","1,589.99","1,609.30","1,605.40"
1845,2013-03-22,"1,616.35","1,603.79","1,614.70","1,608.45"
1846,2013-03-21,"1,616.97","1,604.65","1,606.58","1,614.70"
1847,2013-03-20,"1,615.21","1,603.55","1,613.50","1,606.50"
1848,2013-03-19,"1,615.77","1,600.15","1,605.41","1,613.40"
1849,2013-03-18,"1,611.31","1,592.56","1,597.26","1,605.30"
1850,2013-03-15,"1,598.81","1,588.90","1,590.41","1,592.45"
1851,2013-03-14,"1,593.50","1,576.99","1,587.90","1,590.30"
1852,2013-03-13,"1,599.61","1,585.55","1,592.91","1,587.80"
1853,2013-03-12,"1,598.81","1,580.25","1,582.01","1,592.70"
1854,2013-03-11,"1,583.61","1,575.65","1,578.40","1,581.00"
1855,2013-03-08,"1,583.51","1,561.41","1,579.12","1,578.35"
1856,2013-03-07,"1,585.89","1,574.94","1,583.59","1,578.90"
1857,2013-03-06,"1,584.79","1,567.53","1,575.28","1,583.69"
1858,2013-03-05,"1,586.30","1,571.72","1,573.88","1,575.44"
1859,2013-03-04,"1,585.11","1,569.65","1,579.01","1,573.95"
1860,2013-03-01,"1,587.29","1,564.83","1,580.18","1,575.24"
1861,2013-02-28,"1,602.98","1,574.72","1,597.38","1,580.14"
1862,2013-02-27,"1,614.89","1,592.33","1,613.39","1,597.60"
1863,2013-02-26,"1,620.05","1,584.60","1,593.93","1,613.49"
1864,2013-02-25,"1,597.18","1,575.18","1,581.29","1,594.24"
1865,2013-02-22,"1,587.25","1,570.16","1,576.00","1,580.70"
1866,2013-02-21,"1,584.88","1,554.88","1,563.09","1,576.05"
1867,2013-02-20,"1,609.82","1,558.85","1,604.71","1,562.90"
1868,2013-02-19,"1,615.34","1,600.72","1,609.93","1,604.60"
1869,2013-02-18,"1,619.00","1,607.33","1,609.95","1,610.05"
1870,2013-02-15,"1,636.10","1,598.42","1,634.53","1,609.44"
1871,2013-02-14,"1,650.05","1,632.72","1,642.84","1,634.85"
1872,2013-02-13,"1,653.59","1,640.33","1,650.85","1,642.74"
1873,2013-02-12,"1,653.50","1,639.22","1,647.94","1,650.80"
1874,2013-02-11,"1,669.70","1,643.62","1,666.93","1,649.74"
1875,2013-02-08,"1,673.91","1,665.45","1,671.72","1,667.50"
1876,2013-02-07,"1,683.51","1,663.41","1,677.71","1,671.30"
1877,2013-02-06,"1,679.49","1,668.22","1,672.62","1,677.49"
1878,2013-02-05,"1,684.90","1,666.76","1,674.21","1,673.00"
1879,2013-02-04,"1,677.61","1,661.79","1,667.55","1,674.40"
1880,2013-02-01,"1,682.31","1,660.35","1,664.02","1,667.15"
1881,2013-01-31,"1,681.01","1,658.15","1,677.42","1,663.60"
1882,2013-01-30,"1,683.79","1,662.79","1,663.96","1,677.10"
1883,2013-01-29,"1,666.06","1,654.30","1,655.20","1,663.85"
1884,2013-01-28,"1,662.81","1,652.54","1,658.76","1,654.95"
1885,2013-01-25,"1,672.59","1,655.78","1,667.88","1,658.69"
1886,2013-01-24,"1,686.45","1,665.08","1,686.35","1,667.74"
1887,2013-01-23,"1,695.61","1,683.45","1,692.37","1,685.75"
1888,2013-01-22,"1,696.26","1,686.64","1,690.05","1,692.10"
1889,2013-01-21,"1,691.60","1,684.90","1,684.90","1,690.05"
1890,2013-01-18,"1,695.51","1,683.60","1,687.25","1,683.95"
1891,2013-01-17,"1,695.94","1,666.94","1,679.79","1,687.64"
1892,2013-01-16,"1,685.11","1,673.55","1,678.65","1,679.50"
1893,2013-01-15,"1,685.30","1,666.44","1,666.94","1,678.90"
1894,2013-01-14,"1,674.80","1,660.04","1,661.95","1,667.20"
1895,2013-01-11,"1,677.05","1,654.05","1,675.28","1,663.05"
1896,2013-01-10,"1,679.21","1,654.10","1,657.97","1,675.25"
1897,2013-01-09,"1,666.41","1,651.45","1,658.83","1,657.90"
1898,2013-01-08,"1,662.30","1,646.64","1,647.21","1,659.00"
1899,2013-01-07,"1,662.71","1,642.75","1,656.51","1,647.25"
1900,2013-01-04,"1,664.42","1,626.40","1,663.42","1,656.85"
1901,2013-01-03,"1,690.00","1,660.89","1,686.54","1,663.35"
1902,2013-01-02,"1,695.10","1,670.39","1,675.03","1,686.75"
1903,2013-01-01,"1,676.21","1,664.55","1,675.26","1,675.15"
1904,2012-12-31,"1,680.71","1,655.71","1,656.21","1,674.95"
1905,2012-12-28,"1,666.49","1,653.44","1,663.84","1,655.40"
1906,2012-12-27,"1,665.76","1,653.05","1,660.31","1,663.90"
1907,2012-12-26,"1,667.89","1,650.38","1,658.12","1,660.14"
1908,2012-12-25,"1,663.15","1,657.81","1,657.91","1,658.90"
1909,2012-12-24,"1,665.90","1,652.13","1,657.79","1,657.48"
1910,2012-12-21,"1,659.68","1,635.62","1,647.64","1,656.99"
1911,2012-12-20,"1,672.12","1,635.70","1,667.22","1,647.75"
1912,2012-12-19,"1,676.99","1,663.42","1,670.38","1,666.94"
1913,2012-12-18,"1,703.47","1,661.62","1,698.21","1,670.15"
1914,2012-12-17,"1,700.03","1,687.05","1,695.76","1,697.93"
1915,2012-12-14,"1,700.74","1,693.45","1,697.41","1,695.47"
